bodyType;brand;color;fuelType;modelDate;name;numberOfDoors;productionDate;vehicleConfiguration;vehicleTransmission;engineDisplacement;enginePower;description;mileage;Комплектация;Привод;Руль;Состояние;Владельцы;ПТС;Таможня;Владение;id;price;model
None;BMW ;белый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2014;None;автомат ;None;None;None;118700 км ;Prestige ;полный ;левый ;не битый ;2;None;None;None;None;2 350 000;X5 
None;BMW ;серый ;бензин ;F25 (2010—2014) ;28i 3.0 xDrive AT (258 л.с.) ;5;2011;None;автомат ;None;None;None;150248 км ;None;полный ;левый ;не битый ;3;None;None;None;None;790 000;X3 
None;BMW ;белый ;бензин ;F10/F11 (2009—2013) ;528i 2.0 xDrive AT (245 л.с.) ;4;2012;None;автомат ;None;None;None;116000 км ;Luxury ;полный ;левый ;не битый ;4+ ;None;None;None;None;1 190 000;5 серия 
None;BMW ;серебряный ;гибрид ;I01 (2013—2017) ;0.6 eDrive AT (170 л.с.) ;5;2015;None;автомат ;None;None;None;87000 км ;Base ;задний ;левый ;не битый ;1;None;None;None;None;1 450 000;i3 
None;BMW ;чёрный ;бензин ;E60/E61 (2002—2007) ;530i 3.0 AT (231 л.с.) ;4;2004;None;автомат ;None;None;None;350000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;500 000;5 серия 
None;BMW ;белый ;дизель ;F26 (2014—2018) ;30d 3.0 xDrive AT (249 л.с.) ;5;2017;None;автомат ;None;None;None;35000 км ;Exclusive ;полный ;левый ;не битый ;1;None;None;None;None;2 849 000;X4 
None;BMW ;чёрный ;бензин ;E65/E66 рестайлинг (2005—2008) ;750i 4.8 AT (367 л.с.) ;4;2008;None;автомат ;None;None;None;270000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;520 000;7 серия 
None;BMW ;серый ;бензин ;E39 рестайлинг (2000—2004) ;530i 3.0 AT (231 л.с.) ;4;2002;None;автомат ;None;None;None;390000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;360 000;5 серия 
None;BMW ;чёрный ;бензин ;E70 (2006—2010) ;30i 3.0 AT (272 л.с.) ;5;2009;None;автомат ;None;None;None;183000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 300 000;X5 
None;BMW ;белый ;дизель ;E70 рестайлинг (2010—2013) ;30d 3.0 AT (245 л.с.) ;5;2013;None;автомат ;None;None;None;200000 км ;Luxury ;полный ;левый ;не битый ;2;None;None;None;None;1 550 000;X5 
None;BMW ;коричневый ;бензин ;F25 рестайлинг (2014—2018) ;20i 2.0 xDrive AT (184 л.с.) ;5;2014;None;автомат ;None;None;None;57000 км ;Urban ;полный ;левый ;не битый ;1;None;None;None;None;1 450 000;X3 
None;BMW ;чёрный ;дизель ;F16 (2014—н. в.) ;40d 3.0 AT (313 л.с.) ;5;2017;None;автомат ;None;None;None;49000 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;4 099 000;X6 
None;BMW ;чёрный ;бензин ;G11/G12 (2015—2019) ;730i 2.0 Steptronic (249 л.с.) ;4;2018;None;автомат ;None;None;None;15900 км ;M Sport SE ;задний ;левый ;не битый ;3;None;None;None;None;3 150 000;7 серия 
None;BMW ;серый ;дизель ;F16 (2014—н. в.) ;30d 3.0 AT (249 л.с.) ;5;2017;None;автомат ;None;None;None;47900 км ;M Sport ;полный ;левый ;не битый ;2;None;None;None;None;3 300 000;X6 
None;BMW ;коричневый ;бензин ;E84 (2009—2012) ;18i 2.0 sDrive AT (150 л.с.) ;5;2011;None;автомат ;None;None;None;85000 км ;Базовая ;задний ;левый ;битый ;1;None;None;None;None;100 000;X1 
None;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2018;None;автомат ;None;None;None;23000 км ;Exclusive ;полный ;левый ;не битый ;1;None;None;None;None;2 500 000;5 серия 
None;BMW ;чёрный ;бензин ;E53 (1999—2003) ;3.0i 3.0 AT (231 л.с.) ;5;2002;None;автомат ;None;None;None;260000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;530 000;X5 
None;BMW ;чёрный ;дизель ;F25 (2010—2014) ;20d 2.0 xDrive AT (184 л.с.) ;5;2011;None;автомат ;None;None;None;108756 км ;None;полный ;левый ;не битый ;1;None;None;None;None;1 224 000;X3 
None;BMW ;чёрный ;дизель ;G07 (2018—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2019;None;автомат ;None;None;None;680 км ;Base ;полный ;левый ;не битый ;1;None;None;None;None;7 022 458;X7 
None;BMW ;голубой ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;320i 2.0 AT (156 л.с.) ;4;2010;None;автомат ;None;None;None;131000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;550 000;3 серия 
None;BMW ;серый ;бензин ;E90/E91/E92/E93 (2005—2010) ;325i 2.5 AT (218 л.с.) ;4;2005;None;автомат ;None;None;None;246000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;370 000;3 серия 
None;BMW ;чёрный ;бензин ;E60/E61 (2002—2007) ;525i 2.5 AT (218 л.с.) ;4;2006;None;автомат ;None;None;None;284000 км ;None;задний ;левый ;не битый ;4+ ;None;None;None;None;462 000;5 серия 
None;BMW ;чёрный ;дизель ;G11/G12 рестайлинг (2019—н. в.) ;730d 3.0 xDrive Steptronic (249 л.с.) ;4;2019;None;автомат ;None;None;None;11668 км ;Base ;полный ;левый ;не битый ;1;None;None;None;None;5 690 000;7 серия 
None;BMW ;чёрный ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2010;None;автомат ;None;None;None;87187 км ;SE ;задний ;левый ;не битый ;4+ ;None;None;None;None;690 000;3 серия 
None;BMW ;чёрный ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;325i 2.5 xDrive AT (218 л.с.) ;4;2009;None;автомат ;None;None;None;250000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;519 000;3 серия 
None;BMW ;серый ;бензин ;E70 (2006—2010) ;30i 3.0 AT (264 л.с.) ;5;2010;None;автомат ;None;None;None;64000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 650 000;X5 
None;BMW ;синий ;бензин ;E71 (2009—2012) ;4.4 AT (555 л.с.) ;5;2011;None;автомат ;None;None;None;55000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 700 000;X6 M 
None;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2017;None;автомат ;None;None;None;65000 км ;Exclusive ;полный ;левый ;не битый ;1;None;None;None;None;1 950 000;5 серия 
None;BMW ;чёрный ;бензин ;E65/E66 рестайлинг (2005—2008) ;750Li 4.8 AT (367 л.с.) ;4;2007;None;автомат ;None;None;None;227300 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;500 000;7 серия 
None;BMW ;чёрный ;бензин ;F01/F02 (2008—2012) ;750Li 4.4 xDrive AT (407 л.с.) ;4;2012;None;автомат ;None;None;None;87000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 000 000;7 серия 
None;BMW ;чёрный ;дизель ;E70 (2006—2010) ;30d 3.0 AT (211 л.с.) ;5;2008;None;автомат ;None;None;None;245000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 000 000;X5 
None;BMW ;серый ;дизель ;F16 (2014—н. в.) ;30d 3.0 AT (249 л.с.) ;5;2018;None;автомат ;None;None;None;43000 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 200 000;X6 
None;BMW ;чёрный ;бензин ;G11/G12 (2015—2019) ;750Li 4.4 xDrive Steptronic (450 л.с.) ;4;2016;None;автомат ;None;None;None;55300 км ;Executive ;полный ;левый ;не битый ;3;None;None;None;None;3 500 000;7 серия 
None;BMW ;пурпурный ;бензин ;E46 рестайлинг (2001—2006) ;320i 2.2 AT (170 л.с.) ;4;2004;None;автомат ;None;None;None;160000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;430 000;3 серия 
None;BMW ;чёрный ;дизель ;G11/G12 рестайлинг (2019—н. в.) ;730d 3.0 xDrive Steptronic (249 л.с.) ;4;2019;None;автомат ;None;None;None;1768 км ;None;полный ;левый ;не битый ;1;None;None;None;None;5 990 000;7 серия 
None;BMW ;коричневый ;дизель ;F30/F31 (2011—2015) ;320d 2.0 xDrive AT (184 л.с.) ;4;2014;None;автомат ;None;None;None;59000 км ;Luxury Line ;полный ;левый ;не битый ;1;None;None;None;None;1 490 000;3 серия 
None;BMW ;серый ;бензин ;E65/E66 рестайлинг (2005—2008) ;750i 4.8 AT (367 л.с.) ;4;2007;None;автомат ;None;None;None;156000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;660 000;7 серия 
внедорожник ;BMW ;белый ;дизель ;F48 рестайлинг (2019—н. в.) ;18d 2.0 xDrive Steptronic (150 л.с.) ;5;2020;None;None;None;None;None;None;Advantage Plus ;полный ;левый ;None;None;None;None;None;None;3 081 600;X1 
хетчбэк ;BMW ;чёрный ;бензин ;G32 (2017—н. в.) ;630i 2.0 Steptronic (249 л.с.) ;5;2020;None;None;None;None;None;None;Base ;задний ;левый ;None;None;None;None;None;None;4 199 000;6 серия GT 
седан ;BMW ;серый ;дизель ;G20 (2018—н. в.) ;320d 2.0 xDrive AT (190 л.с.) ;4;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;3 634 400;3 серия 
внедорожник ;BMW ;белый ;дизель ;G05 (2018—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2020;None;None;None;None;None;None;Exclusive ;полный ;левый ;None;None;None;None;None;None;5 390 000;X5 
внедорожник ;BMW ;белый ;дизель ;G02 (2018—н. в.) ;M40d 3.0 xDrive Steptronic (326 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;4 398 000;X4 
None;BMW ;синий ;бензин ;G30/G31 (2016—н. в.) ;520i 2.0 Steptronic (184 л.с.) ;4;2018;None;автомат ;None;None;None;11000 км ;Business ;задний ;левый ;не битый ;2;None;None;None;None;2 100 000;5 серия 
None;BMW ;чёрный ;бензин ;F01/F02 (2008—2012) ;750Li 4.4 AT (407 л.с.) ;4;2009;None;автомат ;None;None;None;128000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;670 000;7 серия 
None;BMW ;серебряный ;бензин ;F10/F11 (2009—2013) ;528i 2.0 xDrive AT (245 л.с.) ;4;2011;None;автомат ;None;None;None;162000 км ;Luxury ;полный ;левый ;не битый ;4+ ;None;None;None;None;845 000;5 серия 
None;BMW ;синий ;дизель ;E71 (2007—2012) ;30d 3.0 AT (235 л.с.) ;5;2008;None;автомат ;None;None;None;218000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;1 099 000;X6 
None;BMW ;чёрный ;бензин ;F01/F02 рестайлинг (2012—2015) ;750Li 4.4 xDrive AT (450 л.с.) ;4;2012;None;автомат ;None;None;None;149900 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;855 000;7 серия 
None;BMW ;белый ;бензин ;F25 (2010—2014) ;28i 3.0 xDrive AT (258 л.с.) ;5;2012;None;автомат ;None;None;None;124000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;920 000;X3 
None;BMW ;серый ;бензин ;E70 (2006—2010) ;3.0si 3.0 AT (272 л.с.) ;5;2007;None;автомат ;None;None;None;240000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;770 000;X5 
None;BMW ;красный ;бензин ;F30/F31 (2011—2015) ;320i 2.0 xDrive AT (184 л.с.) ;4;2015;None;автомат ;None;None;None;95000 км ;Sport ;полный ;левый ;битый ;3;None;None;None;None;1 290 000;3 серия 
None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1 350 000;None
None;BMW ;фиолетовый ;бензин ;F10/F11 рестайлинг (2013—2017) ;520i 2.0 AT (184 л.с.) ;4;2016;None;автомат ;None;None;None;77000 км ;M Sport Локальная сборка ;задний ;левый ;не битый ;1;None;None;None;None;1 500 000;5 серия 
None;BMW ;серый ;дизель ;G01 (2017—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2018;None;автомат ;None;None;None;37000 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 790 000;X3 
None;BMW ;белый ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;320i 2.0 AT (156 л.с.) ;2;2010;None;автомат ;None;None;None;160000 км ;Edition Exclusive ;задний ;левый ;не битый ;3;None;None;None;None;600 000;3 серия 
None;BMW ;чёрный ;бензин ;E63/E64 рестайлинг (2007—2010) ;630i 3.0 AT (272 л.с.) ;2;2008;None;автомат ;None;None;None;120000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;725 000;6 серия 
None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
седан ;BMW ;синий ;бензин ;G30/G31 (2016—н. в.) ;530i 2.0 xDrive Steptronic (249 л.с.) ;4;2020;None;None;None;None;None;None;M Sport ;полный ;левый ;None;None;None;None;None;None;3 410 000;5 серия 
внедорожник ;BMW ;синий ;дизель ;G07 (2018—н. в.) ;M50d 3.0 xDrive Steptronic (400 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;10 687 200;X7 
внедорожник ;BMW ;серый ;дизель ;G05 (2018—н. в.) ;M50d 3.0 xDrive Steptronic (400 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;8 386 448;X5 
внедорожник ;BMW ;оранжевый ;дизель ;F48 рестайлинг (2019—н. в.) ;18d 2.0 xDrive Steptronic (150 л.с.) ;5;2020;None;None;None;None;None;None;Advantage ;полный ;левый ;None;None;None;None;None;None;2 250 000;X1 
внедорожник ;BMW ;белый ;дизель ;G05 (2018—н. в.) ;M50d 3.0 xDrive Steptronic (400 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;9 074 702;X5 
внедорожник ;BMW ;чёрный ;дизель ;G07 (2018—н. в.) ;M50d 3.0 xDrive Steptronic (400 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;10 917 312;X7 
внедорожник ;BMW ;синий ;дизель ;G05 (2018—н. в.) ;M50d 3.0 xDrive Steptronic (400 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;8 190 350;X5 
None;BMW ;коричневый ;бензин ;E84 рестайлинг (2012—2015) ;20i 2.0 xDrive AT (184 л.с.) ;5;2013;None;автомат ;None;None;None;211980 км ;None;полный ;левый ;не битый ;1;None;None;None;None;720 000;X1 
внедорожник ;BMW ;белый ;бензин ;G05 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;Luxury ;полный ;левый ;None;None;None;None;None;None;5 880 000;X5 
внедорожник ;BMW ;чёрный ;дизель ;G05 (2018—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2020;None;None;None;None;None;None;xLine ;полный ;левый ;None;None;None;None;None;None;5 840 000;X5 
внедорожник ;BMW ;белый ;бензин ;G07 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;Pure Excellence ;полный ;левый ;None;None;None;None;None;None;6 480 000;X7 
внедорожник ;BMW ;чёрный ;бензин ;G07 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;M Sport Pure ;полный ;левый ;None;None;None;None;None;None;5 990 000;X7 
внедорожник ;BMW ;серебряный ;дизель ;G01 (2017—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2020;None;None;None;None;None;None;xLine ;полный ;левый ;None;None;None;None;None;None;3 590 000;X3 
внедорожник ;BMW ;чёрный ;дизель ;G07 (2018—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2020;None;None;None;None;None;None;Exclusive ;полный ;левый ;None;None;None;None;None;None;7 490 000;X7 
внедорожник ;BMW ;чёрный ;дизель ;G01 (2017—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2020;None;None;None;None;None;None;Urban ;полный ;левый ;None;None;None;None;None;None;3 240 000;X3 
None;BMW ;чёрный ;бензин ;F30/F31 (2011—2015) ;320i 2.0 AT (184 л.с.) ;4;2012;None;автомат ;None;None;None;176000 км ;Sport Line ;задний ;левый ;не битый ;4+ ;None;None;None;None;820 000;3 серия 
None;BMW ;серый ;бензин ;F01/F02 (2008—2012) ;750Li 4.4 xDrive AT (407 л.с.) ;4;2011;None;автомат ;None;None;None;130000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;980 000;7 серия 
внедорожник ;BMW ;синий ;дизель ;G02 (2018—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2020;None;None;None;None;None;None;Sport ;полный ;левый ;None;None;None;None;None;None;3 750 000;X4 
None;BMW ;чёрный ;бензин ;E60/E61 рестайлинг (2007—2010) ;520i 2.0 AT (156 л.с.) ;4;2008;None;автомат ;None;None;None;231000 км ;SE ;задний ;левый ;не битый ;4+ ;None;None;None;None;520 000;5 серия 
None;BMW ;серый ;бензин ;E39 (1995—2000) ;523i 2.5 MT (170 л.с.) ;5;1997;None;механика ;None;None;None;350000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;350 000;5 серия 
None;BMW ;серый ;дизель ;F46 (2015—2018) ;216d 1.5 AT (116 л.с.) ;5;2015;None;автомат ;None;None;None;80000 км ;Базовая ;передний ;левый ;не битый ;1;None;None;None;None;1 240 000;2 серия Grand Tourer 
None;BMW ;синий ;бензин ;E38 (1994—1998) ;735Li 3.5 AT (235 л.с.) ;4;1997;None;автомат ;None;None;None;280000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;280 000;7 серия 
None;BMW ;чёрный ;бензин ;E71 рестайлинг (2012—2014) ;35i 3.0 AT (306 л.с.) ;5;2013;None;автомат ;None;None;None;96000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;1 700 000;X6 
None;BMW ;белый ;дизель ;G11/G12 (2015—2019) ;730Ld 3.0 xDrive Steptronic (265 л.с.) ;4;2016;None;автомат ;None;None;None;40000 км ;Exclusive ;полный ;левый ;не битый ;1;None;None;None;None;4 750 000;7 серия 
None;BMW ;чёрный ;бензин ;E65/E66 рестайлинг (2005—2008) ;750Li 4.8 AT (367 л.с.) ;4;2005;None;автомат ;None;None;None;95000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;690 000;7 серия 
None;BMW ;чёрный ;бензин ;E53 рестайлинг (2003—2007) ;3.0i 3.0 AT (231 л.с.) ;5;2004;None;автомат ;None;None;None;330000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;590 000;X5 
None;BMW ;белый ;бензин ;F20/F21 (2011—2015) ;116i 1.6 AT (136 л.с.) ;3;2012;None;автомат ;None;None;None;122000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;590 000;1 серия 
None;BMW ;чёрный ;бензин ;E65/E66 рестайлинг (2005—2008) ;750i 4.8 AT (367 л.с.) ;4;2007;None;автомат ;None;None;None;260000 км ;None;задний ;левый ;не битый ;2;None;None;None;None;523 000;7 серия 
None;BMW ;белый ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2011;None;автомат ;None;None;None;190000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;550 000;3 серия 
None;BMW ;белый ;бензин ;F34 рестайлинг (2015—н. в.) ;320i 2.0 Steptronic (184 л.с.) ;5;2018;None;автомат ;None;None;None;82000 км ;Base ;задний ;левый ;не битый ;1;None;None;None;None;1 930 000;3 серия GT 
None;BMW ;чёрный ;бензин ;E71 рестайлинг (2012—2014) ;35i 3.0 AT (306 л.с.) ;5;2013;None;автомат ;None;None;None;122000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 655 000;X6 
None;BMW ;серый ;бензин ;E53 (1999—2003) ;4.4i 4.4 AT (286 л.с.) ;5;2000;None;автомат ;None;None;None;323000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;220 000;X5 
None;BMW ;белый ;бензин ;F10/F11 рестайлинг (2013—2017) ;520i 2.0 AT (184 л.с.) ;4;2016;None;автомат ;None;None;None;124000 км ;Business ;задний ;левый ;не битый ;2;None;None;None;None;1 400 000;5 серия 
None;BMW ;красный ;бензин ;E71 (2007—2012) ;50i 4.4 AT (407 л.с.) ;5;2008;None;автомат ;None;None;None;157000 км ;None;полный ;левый ;не битый ;3;None;None;None;None;811 000;X6 
None;BMW ;чёрный ;бензин ;F26 (2014—2018) ;20i 2.0 xDrive AT (184 л.с.) ;5;2016;None;автомат ;None;None;None;36560 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 230 000;X4 
None;BMW ;чёрный ;бензин ;E81/E82/E87/E88 рестайлинг (2007—2011) ;116i 1.6 AT (115 л.с.) ;5;2010;None;автомат ;None;None;None;162800 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;473 000;1 серия 
None;BMW ;чёрный ;бензин ;G11/G12 (2015—2019) ;750Li 4.4 xDrive Steptronic (450 л.с.) ;4;2015;None;автомат ;None;None;None;34000 км ;Executive ;полный ;левый ;не битый ;1;None;None;None;None;3 880 000;7 серия 
None;BMW ;чёрный ;бензин ;F10/F11 (2009—2013) ;523i 2.5 AT (204 л.с.) ;4;2011;None;автомат ;None;None;None;160000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;950 000;5 серия 
None;BMW ;чёрный ;бензин ;E70 (2006—2010) ;30i 3.0 AT (272 л.с.) ;5;2007;None;автомат ;None;None;None;170000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;740 000;X5 
None;BMW ;синий ;дизель ;E84 (2009—2012) ;20d 2.0 xDrive AT (177 л.с.) ;5;2012;None;автомат ;None;None;None;100000 км ;Urban ;полный ;левый ;не битый ;2;None;None;None;None;900 000;X1 
None;BMW ;коричневый ;дизель ;F25 рестайлинг (2014—2018) ;20d 2.0 xDrive AT (190 л.с.) ;5;2016;None;автомат ;None;None;None;76300 км ;Xline ;полный ;левый ;не битый ;1;None;None;None;None;2 100 000;X3 
None;BMW ;чёрный ;бензин ;E53 (1999—2003) ;4.6is 4.6 AT (347 л.с.) ;5;2002;None;автомат ;None;None;None;235000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;435 000;X5 
None;BMW ;чёрный ;дизель ;F15 (2013—2018) ;25d 3.0 xDrive Steptronic (218 л.с.) ;5;2018;None;автомат ;None;None;None;16000 км ;Business ;полный ;левый ;не битый ;2;None;None;None;None;3 450 000;X5 
None;BMW ;чёрный ;дизель ;F10/F11 (2009—2013) ;530d 3.0 AT (245 л.с.) ;4;2010;None;автомат ;None;None;None;290000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 000 000;5 серия 
None;BMW ;чёрный ;дизель ;G11/G12 (2015—2019) ;730Ld 3.0 xDrive Steptronic (265 л.с.) ;4;2015;None;автомат ;None;None;None;130122 км ;None;полный ;левый ;не битый ;3;None;None;None;None;2 448 000;7 серия 
None;BMW ;белый ;бензин ;F10/F11 рестайлинг (2013—2017) ;520i 2.0 AT (184 л.с.) ;4;2013;None;автомат ;None;None;None;47839 км ;Business ;задний ;левый ;не битый ;2;None;None;None;None;1 220 000;5 серия 
None;BMW ;коричневый ;бензин ;E81/E82/E87/E88 (2004—2007) ;120i 2.0 AT (150 л.с.) ;5;2005;None;автомат ;None;None;None;230000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;385 000;1 серия 
None;BMW ;чёрный ;бензин ;F10/F11 (2009—2013) ;523i 2.5 AT (204 л.с.) ;4;2010;None;автомат ;None;None;None;150000 км ;Business ;задний ;левый ;не битый ;4+ ;None;None;None;None;970 000;5 серия 
None;BMW ;серый ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2017;None;автомат ;None;None;None;84000 км ;M Sport ;полный ;левый ;не битый ;2;None;None;None;None;2 090 000;5 серия 
None;BMW ;серебряный ;бензин ;E60/E61 (2002—2007) ;530i 3.0 AT (231 л.с.) ;4;2004;None;автомат ;None;None;None;220000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;500 000;5 серия 
None;BMW ;белый ;бензин ;F01/F02 (2008—2012) ;750i 4.4 xDrive AT (407 л.с.) ;4;2012;None;автомат ;None;None;None;160000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;1 030 000;7 серия 
None;BMW ;серый ;бензин ;E71 (2007—2012) ;35i 3.0 AT (306 л.с.) ;5;2010;None;автомат ;None;None;None;138000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;1 100 000;X6 
None;BMW ;чёрный ;бензин ;E65/E66 рестайлинг (2005—2008) ;740i 4.0 AT (306 л.с.) ;4;2006;None;автомат ;None;None;None;220000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;525 000;7 серия 
None;BMW ;чёрный ;бензин ;E46 (1998—2003) ;320i 2.0 MT (150 л.с.) ;4;1998;None;механика ;None;None;None;370000 км ;Базовая ;задний ;левый ;битый ;4+ ;None;None;None;None;50 000;3 серия 
None;BMW ;коричневый ;бензин ;E90/E91/E92/E93 (2005—2010) ;335i 3.0 AT (306 л.с.) ;2;2008;None;автомат ;None;None;None;121000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;870 000;3 серия 
None;BMW ;зелёный ;бензин ;E83 рестайлинг (2006—2010) ;25i 2.5 AT (218 л.с.) ;5;2007;None;автомат ;None;None;None;230000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;550 000;X3 
None;BMW ;чёрный ;дизель ;E70 (2006—2010) ;3.0sd 3.0 AT (286 л.с.) ;5;2008;None;автомат ;None;None;None;176558 км ;None;полный ;левый ;не битый ;3;None;None;None;None;960 000;X5 
None;BMW ;красный ;бензин ;E46 (1998—2003) ;323i 2.5 MT (170 л.с.) ;2;1999;None;механика ;None;None;None;300000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;690 000;3 серия 
None;BMW ;чёрный ;бензин ;F26 (2014—2018) ;20i 2.0 xDrive AT (184 л.с.) ;5;2015;None;автомат ;None;None;None;32500 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;2 050 000;X4 
None;BMW ;красный ;бензин ;E90/E91/E92/E93 (2005—2010) ;320i 2.0 AT (150 л.с.) ;4;2006;None;автомат ;None;None;None;209000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;465 000;3 серия 
None;BMW ;белый ;дизель ;G02 (2018—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2019;None;автомат ;None;None;None;150 км ;Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 482 997;X4 
None;BMW ;белый ;бензин ;F48 рестайлинг (2019—н. в.) ;20i 2.0 xDrive Steptronic (192 л.с.) ;5;2020;None;автомат ;None;None;None;573 км ;Advantage ;полный ;левый ;не битый ;1;None;None;None;None;2 429 997;X1 
